

ìXñº	ì˙ït	category	action	label	åèêî	éû	ï™	ïb
Ç‡Ç‡ãg	2026-04-13	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=595A93DD-4212-43A0-AC36-FB2CDBA5304A_202604111148481768&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	1	23	32	47
Ç‡Ç‡ãg	2026-04-10	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=7CE4EAE5-135C-4A68-9406-5B67A8F0CB4F_202310311233211365&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	1	18	44	49
Ç‡Ç‡ãg	2026-04-13	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=a279f771a988ab43317bb59f53e595b0_202210161846076492&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.6	2	22	11	42
Ç‡Ç‡ãg	2026-04-04	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=C55DA9BE-7E7C-4562-ADFE-E4B76A838583_202601082015097851&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	1	13	46	51
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	2	13	50	23
Ç‡Ç‡ãg	2026-04-02	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=cf4f8cfd05652a2706f48651457fd66c_202306281348185819&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.6	1	17	55	54
Ç‡Ç‡ãg	2026-04-23	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=cf4f8cfd05652a2706f48651457fd66c_202306281348185819&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.9	1	21	03	20
Ç‡Ç‡ãg	2026-04-16	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=CF840E30-473B-4F32-A62A-2A3332BCD655_202502141322150893&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	1	12	58	16
Ç‡Ç‡ãg	2026-03-29	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉNÅ[É|Éì-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_origin_user_distribution_coupons/index?udid=E00C9E2D-CCA4-44FB-9B5E-8E05A432580D_202505041106468572&amp;application_id=15&amp;LogChannelId=630&amp;viewname=index_favo&amp;version=2.0.4	1	06	53	40
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=1119575C-40E4-4542-93FF-76A86B961FCD_202311011943312179&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639121942854101240	1	11	18	05
Ç‡Ç‡ãg	2026-04-03	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=594E2C11-E935-4E84-8D57-B6167C666743_202205031229313586&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639108329381006640	1	17	08	58
Ç‡Ç‡ãg	2026-04-13	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=a279f771a988ab43317bb59f53e595b0_202210161846076492&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.6&amp;now=639117150905492200	1	22	11	32
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639122034570282910	1	13	50	57
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639122040896723080	1	14	01	30
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639122041089680350	1	14	01	49
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639122041498435520	1	14	02	29
Ç‡Ç‡ãg	2026-04-16	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=CF840E30-473B-4F32-A62A-2A3332BCD655_202502141322150893&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639119411035568000	1	12	58	23
Ç‡Ç‡ãg	2026-04-05	503_Subtitle	OpenUrl(ARSceneGuiButton:ÉXÉ^ÉìÉv-207-220-221-229-233-)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/index?udid=D37A5E72-79FE-41A4-84A4-8BCC89EE9469_202502141853039248&amp;application_id=15&amp;LogChannelId=630&amp;viewName=index_favo&amp;version=2.0.4&amp;now=639109837865084070	1	11	03	06
Ç‡Ç‡ãg	2026-03-29	503_Subtitle	OpenUrl(ARSceneGuiButton:É}ÉbÉv)	url=https://www.google.com/maps/place/%E8%B1%9A%E4%B8%BC%E5%B1%8B+%E3%82%82%E3%82%82%E5%90%89/@34.9029639,138.1118057,15z/data=!4m6!3m5!1s0x601a555a464b9a77:0xc509a37cdc1affd3!8m2!3d34.9029639!4d138.1118057!16s%2Fg%2F11ldv3mfj9?entry=ttu&amp;g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D&amp;now=639104164592060010	1	21	27	38
Ç‡Ç‡ãg	2026-04-04	503_Subtitle	OpenUrl(ARSceneGuiButton:É}ÉbÉv)	url=https://www.google.com/maps/place/%E8%B1%9A%E4%B8%BC%E5%B1%8B+%E3%82%82%E3%82%82%E5%90%89/@34.9029639,138.1118057,15z/data=!4m6!3m5!1s0x601a555a464b9a77:0xc509a37cdc1affd3!8m2!3d34.9029639!4d138.1118057!16s%2Fg%2F11ldv3mfj9?entry=ttu&amp;g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D&amp;now=639109160608940800	1	16	14	21
Ç‡Ç‡ãg	2026-04-06	503_Subtitle	OpenUrl(ARSceneGuiButton:É}ÉbÉv)	url=https://www.google.com/maps/place/%E8%B1%9A%E4%B8%BC%E5%B1%8B+%E3%82%82%E3%82%82%E5%90%89/@34.9029639,138.1118057,15z/data=!4m6!3m5!1s0x601a555a464b9a77:0xc509a37cdc1affd3!8m2!3d34.9029639!4d138.1118057!16s%2Fg%2F11ldv3mfj9?entry=ttu&amp;g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D&amp;now=639110949198664780	1	17	55	20
Ç‡Ç‡ãg	2026-04-09	503_Subtitle	OpenUrl(ARSceneGuiButton:É}ÉbÉv)	url=https://www.google.com/maps/place/%E8%B1%9A%E4%B8%BC%E5%B1%8B+%E3%82%82%E3%82%82%E5%90%89/@34.9029639,138.1118057,15z/data=!4m6!3m5!1s0x601a555a464b9a77:0xc509a37cdc1affd3!8m2!3d34.9029639!4d138.1118057!16s%2Fg%2F11ldv3mfj9?entry=ttu&amp;g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D&amp;now=639113237359622290	1	09	28	56
Ç‡Ç‡ãg	2026-03-27	503_Subtitle	OpenUrl(ARSceneGuiButton:óFíBè–âÓ-432-435)	url=https://manage.app-svr.com/apps/favorone/share2/index.php?v=1&amp;add_comment=%E9%9D%99%E5%B2%A1%E3%83%95%E3%82%A1%E3%83%9C%E3%83%AD%E3%83%BC%E3%83%8D%E5%8A%A0%E7%9B%9F%E5%BA%97%E3%80%8E%E8%B1%9A%E4%B8%BC%E5%B1%8B%E3%83%BB%E3%82%82%E3%82%82%E5%90%89%E3%80%8F%E3%81%AE%E3%81%94%E7%B4%B9%E4%BB%8B%E3%81%A7%E3%81%99%E2%9C%A8%0D%0A%E3%81%BE%E3%81%9A%E3%81%AF%E9%9D%99%E5%B2%A1%E3%83%95%E3%82%A1%E3%83%9C%E3%83%AD%E3%83%BC%E3%83%8D%E3%82%92%E3%83%80%E3%82%A6%E3%83%B3%E3%83%AD%E3%83%BC%E3%83%89%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84%E3%80%82%0D%0A%E5%BA%97%E8%88%97%E3%81%AE%E7%99%BB%E9%8C%B2%E6%96%B9%E6%B3%95%E3%81%AF3%E9%80%9A%E3%82%8A%0D%0A%E2%91%A0%E3%80%8E%E5%8A%A0%E7%9B%9F%E5%BA%97%E3%82%92%E6%8E%A2%E3%81%99%E3%80%8F%E3%81%8B%E3%82%89%E7%99%BB%E9%8C%B2%0D%0A%E2%91%A1%E5%B7%A6%E4%B8%8A%E3%83%A1%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%90%E3%83%BC%E3%81%AE%E3%80%8E%E3%83%91%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%89%E5%85%A5%E5%8A%9B%E3%80%8F%E3%81%8B%E3%82%89%E5%BA%97%E8%88%97%E5%B0%82%E7%94%A8%E3%83%91%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%89%E3%80%90momo%E3%80%91%E3%82%92%E5%85%A5%E5%8A%9B%0D%0A%E2%91%A2%E3%81%8A%E7%9F%A5%E3%82%89%E3%81%9B/%E5%BA%97%E8%88%97%E7%B4%B9%E4%BB%8B%E3%81%8B%E3%82%89%E7%99%BB%E9%8C%B2%E3%80%82%0D%0A%E3%81%A7%E3%81%8D%E3%82%8C%E3%81%B0%E7%9F%A5%E4%BA%BA%E3%83%BB%E5%8F%8B%E9%81%94%E3%81%AB%E3%81%A9%E3%82%93%E3%81%A9%E3%82%93%E6%8B%A1%E6%95%A3%E3%81%97%E3%81%A6%E3%81%8F%E3%81%A0%E3%81%95%E3%81%84%E3%81%AD%F0%9F%96%90%EF%B8%8F%0D%0A%E5%BA%97%E8%88%97%E7%99%BB%E9%8C%B2%E7%94%A8%E3%83%91%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%89%E3%80%90momo%E3%80%91&amp;now=639102025086839050	1	10	01	48
Ç‡Ç‡ãg	2026-03-29	503_Subtitle	OpenUrl(SimpleGuiButton:_ChannelOpener)	url=https://hippy-ishigaki-print.ssl-lolipop.jp/apps/favorone/imageviewer/imageviewer.php?image_path=https://ailc-fors-cdn-manage.app-svr.com/origin_user_info_files/9547/images_ee83dcedb8688ec0d63cf8ba2ad0fe6f_original.png&amp;isUseInnerBrowser=true&amp;showControls=true&amp;addUniqueLink=true&amp;addDeviceUniqueIdentifier=true&amp;now=639103640398860120&amp;udid=E00C9E2D-CCA4-44FB-9B5E-8E05A432580D_202505041106468572	1	06	53	59
Ç‡Ç‡ãg	2026-04-19	503_Subtitle	OpenUrl(SimpleGuiButton:_ChannelOpener)	url=https://hippy-ishigaki-print.ssl-lolipop.jp/apps/favorone/imageviewer/imageviewer.php?image_path=https://ailc-fors-cdn-manage.app-svr.com/origin_user_info_files/9547/images_ee83dcedb8688ec0d63cf8ba2ad0fe6f_original.png&amp;isUseInnerBrowser=true&amp;showControls=true&amp;addUniqueLink=true&amp;addDeviceUniqueIdentifier=true&amp;now=639122034118455620&amp;udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537	1	13	50	12
Ç‡Ç‡ãg	2026-04-03	523_QrCodeReader	CloseScene		1	17	09	29
Ç‡Ç‡ãg	2026-04-05	523_QrCodeReader	CloseScene		1	11	10	23
Ç‡Ç‡ãg	2026-04-19	523_QrCodeReader	CloseScene		1	14	02	28
Ç‡Ç‡ãg	2026-04-03	523_QrCodeReader	OpenScene(ARSceneGuiButton:ÉXÉ^ÉìÉvâÊñ ÅEARâÊñ ÇÃñﬂÇÈÉ{É^Éì-143)	scene=503_Subtitle,channel=-1,passphrase=	1	17	09	29
Ç‡Ç‡ãg	2026-04-05	523_QrCodeReader	OpenScene(ARSceneGuiButton:ÉXÉ^ÉìÉvâÊñ ÅEARâÊñ ÇÃñﬂÇÈÉ{É^Éì-220-221)	scene=503_Subtitle,channel=-1,passphrase=	1	11	10	23
Ç‡Ç‡ãg	2026-04-19	523_QrCodeReader	OpenScene(ARSceneGuiButton:ÉXÉ^ÉìÉvâÊñ ÅEARâÊñ ÇÃñﬂÇÈÉ{É^Éì-220-221)	scene=503_Subtitle,channel=-1,passphrase=	1	14	02	27
Ç‡Ç‡ãg	2026-04-19	523_QrCodeReader	OpenUrl(SimpleGuiButton:_ChannelOpener)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/result?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;BrowserType=fullWebView&amp;getpoint=1&amp;now=639122041430450390	1	14	02	23
Ç‡Ç‡ãg	2026-04-05	523_QrCodeReader	OpenUrl(SimpleGuiButton:_ChannelOpener)	url=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/result?udid=D37A5E72-79FE-41A4-84A4-8BCC89EE9469_202502141853039248&amp;application_id=15&amp;LogChannelId=630&amp;BrowserType=fullWebView&amp;getpoint=1&amp;now=639109841490396820	1	11	09	09
Ç‡Ç‡ãg	2026-04-19	523_QrCodeReader	ReadQrCode	qrcode=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/result?udid=C7F9EFA8-365D-460D-8EBC-27485B4CC94A_202404201409439537&amp;application_id=15&amp;LogChannelId=630&amp;BrowserType=fullWebView&amp;getpoint=1,location=34.90298,138.1118,115.4512	1	14	02	23
Ç‡Ç‡ãg	2026-04-05	523_QrCodeReader	ReadQrCode	qrcode=https://manage.app-svr.com/CARMforS_CMSTemplate//web_app_user_stamps/result?udid=D37A5E72-79FE-41A4-84A4-8BCC89EE9469_202502141853039248&amp;application_id=15&amp;LogChannelId=630&amp;BrowserType=fullWebView&amp;getpoint=1,location=34.9031,138.1118,115.9643	1	11	09	09
Ç‡Ç‡ãg	2026-03-29	WebEvent	WebApiApplications/deletePassphrase	for-passphrase-630	1	21	28	26
Ç‡Ç‡ãg	2026-04-06	WebEvent	WebApiApplications/deletePassphrase	for-passphrase-630	1	15	33	02
Ç‡Ç‡ãg	2026-04-05	WebEvent	WebAppUserStamps/result	GOT_NEW_COUPON	1	11	09	09
Ç‡Ç‡ãg	2026-04-19	WebEvent	WebAppUserStamps/result	GOT_NEW_COUPON	1	14	02	23
